sex,age,state,category,product,price,quantity,purchase_date,total
female,67,spain,gaming,gta,35.00,1,2019-04-05,35
male,40,france,fashion,swimwear,75.35,5,2017-02-28,376.75
female,53,colombia,health,condoms,12.50,3,2016-10-04,37.5
male,17,nigeria,health,drinks,7.00,4,2019-05-18,28
female,65,netherland,computing,mice,9.00,6,2019-08-30,54
female,62,spain,gaming,pes,35.00,5,2016-12-10,175
female,71,america,fashion,swimwear,75.35,4,2016-05-17,301.4
female,24,france,computing,printers,135.50,9,2017-12-16,1219.5
male,21,spain,health,supplements,40.00,1,2019-02-21,40
female,67,france,grocery,juice,10.00,8,2016-06-28,80
female,30,netherland,appliances,lighting,100.00,10,2016-05-17,1000
male,17,colombia,computing,ups,140.35,10,2019-03-18,1403.5
male,50,spain,gaming,fallout,99.99,2,2017-09-06,199.98
female,42,nigeria,grocery,water,3.00,5,2019-09-23,15
male,51,colombia,grocery,juice,10.00,8,2018-10-02,80
female,39,america,health,pastes,27.50,6,2017-07-16,165
female,79,nigeria,fashion,bag,65.99,7,2017-04-01,461.93
female,41,america,computing,servers,250.00,6,2019-02-20,1500
male,27,colombia,appliances,freezers,120.00,2,2019-01-01,240
male,43,spain,grocery,noodles,13.00,10,2018-12-18,130
female,54,netherland,fashion,bag,65.99,5,2018-05-22,329.95
female,41,spain,computing,monitors,95.00,8,2017-08-19,760
female,69,netherland,health,perfume,90.00,6,2018-04-17,540
male,77,ireland,grocery,rice,85.00,10,2019-05-11,850
male,23,netherland,fashion,wallet,17.35,4,2018-09-02,69.4
female,22,america,gaming,uncharted,30.00,1,2017-12-19,30
male,27,ireland,fashion,swimwear,75.35,2,2016-08-12,150.7
female,52,netherland,gaming,battlefield,40.00,9,2016-08-09,360
male,56,nigeria,health,perfume,90.00,4,2018-11-30,360
female,71,colombia,computing,monitors,95.00,4,2017-11-27,380
male,40,america,health,condoms,12.50,1,2017-12-04,12.5
male,16,spain,fashion,shoes,75.99,6,2018-03-01,455.94
female,46,spain,grocery,coffee,12.50,9,2016-08-30,112.5
male,70,nigeria,computing,scanners,170.00,9,2019-01-01,1530
male,79,netherland,health,vitamins,35.00,8,2016-01-18,280
female,50,colombia,health,supplements,40.00,6,2017-05-17,240
male,30,america,appliances,dishwashers,90.00,6,2019-12-13,540
female,34,netherland,gaming,pes,35.00,9,2017-07-20,315
female,34,nigeria,fashion,bag,65.99,10,2016-06-04,659.9
male,55,ireland,fashion,jewellery,135.80,9,2017-01-23,1222.2
female,33,spain,gaming,fallout,99.99,2,2018-03-28,199.98
female,26,nigeria,gaming,fallout,99.99,9,2018-08-16,899.91
male,62,spain,computing,scanners,170.00,1,2016-03-23,170
female,16,colombia,grocery,rice,85.00,8,2019-07-01,680
male,33,netherland,appliances,lighting,100.00,3,2019-08-18,300
female,17,america,appliances,lighting,100.00,2,2017-12-04,200
female,38,nigeria,computing,printers,135.50,3,2018-12-11,406.5
female,30,nigeria,grocery,coffee,12.50,4,2019-04-28,50
female,33,spain,health,vitamins,35.00,6,2018-04-12,210
male,19,america,computing,scanners,170.00,5,2018-04-13,850
female,44,america,gaming,fifa,35.00,1,2016-04-10,35
female,18,ireland,computing,printers,135.50,3,2019-03-01,406.5
male,19,ireland,computing,ups,140.35,1,2018-05-07,140.35
female,22,colombia,computing,scanners,170.00,7,2016-12-27,1190
female,36,france,fashion,swimwear,75.35,7,2019-04-01,527.45
male,64,colombia,appliances,lighting,100.00,8,2017-07-10,800
female,38,nigeria,health,condoms,12.50,6,2019-01-17,75
male,70,america,health,vitamins,35.00,2,2016-08-28,70
male,65,ireland,grocery,coffee,12.50,2,2019-10-01,25
female,76,france,gaming,uncharted,30.00,4,2018-11-01,120
female,72,spain,health,perfume,90.00,3,2017-04-21,270
female,80,spain,health,condoms,12.50,3,2018-11-25,37.5
male,68,nigeria,appliances,lighting,100.00,2,2018-06-15,200
female,50,spain,computing,monitors,95.00,1,2019-10-23,95
female,28,france,appliances,lighting,100.00,1,2018-11-26,100
male,66,america,grocery,pasta,8.00,2,2018-07-03,16
male,34,nigeria,computing,ups,140.35,3,2019-09-19,421.05
male,33,spain,appliances,dishwashers,90.00,3,2017-11-29,270
male,67,ireland,appliances,lighting,100.00,5,2019-05-30,500
female,40,france,fashion,maternity,165.00,1,2016-09-23,165
male,26,france,appliances,lighting,100.00,1,2019-09-04,100
male,53,america,health,perfume,90.00,9,2017-01-26,810
male,40,colombia,fashion,swimwear,75.35,9,2019-07-28,678.15
female,52,netherland,gaming,fallout,99.99,10,2016-03-29,999.9
male,42,france,grocery,rice,85.00,9,2016-06-08,765
male,33,america,grocery,rice,85.00,8,2019-07-12,680
male,24,ireland,computing,printers,135.50,1,2017-04-28,135.5
female,73,france,grocery,tea,10.00,6,2017-05-26,60
female,27,nigeria,computing,keyboards,40.00,6,2018-09-05,240
male,16,nigeria,grocery,noodles,13.00,2,2019-02-11,26
male,64,colombia,appliances,dishwashers,90.00,1,2017-11-11,90
female,77,netherland,appliances,dishwashers,90.00,6,2019-03-09,540
female,28,spain,gaming,cod,45.00,10,2016-11-04,450
male,74,spain,appliances,dishwashers,90.00,9,2018-06-24,810
female,16,spain,fashion,jewellery,135.80,8,2017-01-21,1086.4
female,64,netherland,fashion,wallet,17.35,6,2016-10-05,104.1
male,63,france,gaming,fallout,99.99,8,2018-08-10,799.92
female,47,spain,computing,printers,135.50,10,2018-09-20,1355
female,28,nigeria,gaming,battlefield,40.00,1,2017-05-16,40
female,51,america,grocery,juice,10.00,6,2017-07-24,60
male,63,spain,appliances,freezers,120.00,6,2016-05-21,720
female,26,spain,computing,keyboards,40.00,10,2017-09-23,400
male,48,spain,fashion,wallet,17.35,7,2016-08-28,121.45
male,38,spain,grocery,tea,10.00,3,2018-08-01,30
female,48,colombia,fashion,shoes,75.99,5,2017-05-28,379.95
male,53,nigeria,computing,keyboards,40.00,2,2017-04-23,80
male,46,america,grocery,rice,85.00,4,2017-07-01,340
male,74,france,grocery,tea,10.00,4,2016-08-10,40
male,49,nigeria,computing,monitors,95.00,5,2017-08-24,475
male,59,colombia,health,pastes,27.50,3,2016-07-09,82.5
male,30,nigeria,fashion,shoes,75.99,5,2016-02-02,379.95
female,48,france,health,pastes,27.50,4,2019-11-06,110
female,37,netherland,gaming,gta,35.00,6,2016-04-18,210
male,25,ireland,gaming,battlefield,40.00,5,2017-01-22,200
female,18,america,fashion,wallet,17.35,10,2017-12-26,173.5
male,47,america,fashion,maternity,165.00,3,2016-06-05,495
female,28,france,grocery,tea,10.00,4,2016-08-15,40
female,30,colombia,fashion,shoes,75.99,2,2019-03-09,151.98
male,45,nigeria,grocery,juice,10.00,10,2019-02-23,100
female,22,spain,gaming,gta,35.00,2,2017-04-07,70
male,52,france,fashion,shoes,75.99,2,2016-01-13,151.98
male,79,netherland,grocery,juice,10.00,1,2016-09-13,10
female,19,america,grocery,pasta,8.00,10,2019-01-17,80
female,64,netherland,health,vitamins,35.00,6,2018-07-28,210
male,35,nigeria,computing,keyboards,40.00,10,2016-02-05,400
male,71,nigeria,computing,scanners,170.00,1,2019-11-30,170
female,36,netherland,computing,printers,135.50,10,2016-08-24,1355
male,20,spain,computing,scanners,170.00,3,2017-09-05,510
male,39,america,health,condoms,12.50,6,2016-02-28,75
male,64,colombia,computing,printers,135.50,3,2018-08-10,406.5
female,37,spain,computing,printers,135.50,3,2016-08-05,406.5
male,61,ireland,gaming,fallout,99.99,5,2019-06-13,499.95
female,65,france,grocery,coffee,12.50,2,2019-02-18,25
female,17,america,fashion,jewellery,135.80,10,2017-12-23,1358
female,28,america,gaming,fifa,35.00,3,2019-04-18,105
male,24,netherland,computing,mice,9.00,6,2019-08-15,54
female,77,nigeria,health,condoms,12.50,3,2016-08-28,37.5
female,29,france,fashion,bag,65.99,9,2019-04-22,593.91
male,73,france,fashion,jewellery,135.80,6,2019-07-08,814.8
male,69,ireland,fashion,bag,65.99,5,2016-02-02,329.95
male,38,spain,health,pastes,27.50,2,2019-05-23,55
female,48,france,fashion,jewellery,135.80,10,2019-01-21,1358
female,70,spain,gaming,uncharted,30.00,4,2019-11-01,120
male,77,nigeria,gaming,fallout,99.99,1,2017-09-08,99.99
male,23,spain,health,condoms,12.50,7,2018-06-13,87.5
female,52,ireland,computing,ups,140.35,9,2016-06-27,1263.15
male,20,nigeria,computing,printers,135.50,8,2016-07-21,1084
female,30,colombia,appliances,lighting,100.00,2,2017-09-18,200
male,20,ireland,computing,servers,250.00,9,2018-03-18,2250
female,74,spain,gaming,pes,35.00,9,2016-02-01,315
male,40,netherland,grocery,juice,10.00,7,2018-10-23,70
male,65,nigeria,computing,scanners,170.00,2,2017-12-20,340
male,47,america,computing,scanners,170.00,9,2017-08-03,1530
female,23,ireland,grocery,water,3.00,2,2018-10-22,6
female,47,netherland,computing,keyboards,40.00,4,2018-06-13,160
female,16,colombia,gaming,fallout,99.99,6,2018-03-31,599.94
female,72,ireland,fashion,jewellery,135.80,2,2019-09-12,271.6
male,73,france,appliances,dishwashers,90.00,3,2018-04-18,270
male,72,netherland,computing,monitors,95.00,10,2019-07-14,950
male,44,colombia,health,pastes,27.50,5,2017-01-12,137.5
male,67,america,gaming,battlefield,40.00,2,2018-07-23,80
male,59,nigeria,grocery,coffee,12.50,1,2019-05-01,12.5
female,46,nigeria,computing,ups,140.35,9,2018-12-09,1263.15
female,51,spain,computing,printers,135.50,10,2017-08-18,1355
female,47,france,health,condoms,12.50,3,2018-03-05,37.5
male,32,france,appliances,dryers,56.99,2,2019-12-11,113.98
male,57,ireland,computing,monitors,95.00,6,2018-11-29,570
male,52,nigeria,appliances,lighting,100.00,2,2017-06-11,200
female,20,netherland,gaming,fallout,99.99,8,2018-09-21,799.92
male,77,ireland,grocery,water,3.00,9,2016-11-01,27
male,30,netherland,appliances,lighting,100.00,6,2018-10-01,600
male,25,netherland,health,supplements,40.00,10,2017-01-02,400
male,25,colombia,computing,monitors,95.00,9,2019-12-02,855
male,17,america,appliances,dryers,56.99,8,2016-10-13,455.92
female,79,spain,grocery,water,3.00,2,2018-06-08,6
female,44,spain,gaming,fallout,99.99,10,2017-10-18,999.9
female,16,ireland,health,perfume,90.00,7,2016-11-19,630
male,61,nigeria,fashion,bag,65.99,2,2016-02-28,131.98
male,44,colombia,gaming,pes,35.00,5,2019-09-24,175
male,58,netherland,fashion,bag,65.99,4,2018-03-25,263.96
male,76,america,gaming,battlefield,40.00,1,2018-08-12,40
female,22,colombia,computing,ups,140.35,7,2016-04-16,982.45
male,66,netherland,appliances,lighting,100.00,6,2016-04-17,600
female,28,spain,appliances,freezers,120.00,8,2017-06-30,960
female,55,france,fashion,swimwear,75.35,1,2016-06-13,75.35
male,19,spain,health,vitamins,35.00,8,2017-09-18,280
female,70,america,fashion,bag,65.99,2,2017-05-09,131.98
male,38,ireland,appliances,freezers,120.00,10,2019-04-29,1200
female,43,colombia,gaming,cod,45.00,2,2019-10-20,90
female,69,spain,gaming,cod,45.00,9,2018-08-27,405
male,60,france,health,vitamins,35.00,5,2018-05-30,175
male,62,ireland,appliances,lighting,100.00,5,2017-10-03,500
male,38,france,grocery,noodles,13.00,9,2017-03-20,117
male,62,america,gaming,uncharted,30.00,1,2017-12-16,30
male,37,france,gaming,gta,35.00,3,2016-06-28,105
male,24,nigeria,health,perfume,90.00,2,2017-01-05,180
male,77,america,fashion,maternity,165.00,4,2019-03-16,660
female,76,ireland,grocery,water,3.00,5,2017-01-14,15
male,28,spain,gaming,fallout,99.99,10,2017-03-19,999.9
female,29,america,appliances,lighting,100.00,6,2017-08-18,600
female,28,netherland,computing,printers,135.50,6,2018-04-09,813
female,21,netherland,grocery,pasta,8.00,10,2017-02-03,80
female,39,spain,gaming,pes,35.00,7,2019-10-02,245
female,40,ireland,fashion,bag,65.99,5,2017-07-11,329.95
female,53,america,health,perfume,90.00,5,2018-02-09,450
male,47,netherland,health,vitamins,35.00,7,2016-09-16,245
female,38,colombia,fashion,jewellery,135.80,2,2019-08-24,271.6
female,48,nigeria,gaming,battlefield,40.00,9,2018-11-05,360
male,49,france,gaming,cod,45.00,9,2019-06-04,405
female,29,france,gaming,fallout,99.99,3,2018-11-17,299.97
male,44,ireland,gaming,cod,45.00,1,2017-05-18,45
male,58,spain,computing,scanners,170.00,6,2019-04-29,1020
female,63,america,fashion,maternity,165.00,4,2019-01-27,660
male,24,america,fashion,bag,65.99,8,2018-10-29,527.92
male,54,america,gaming,cod,45.00,8,2019-08-23,360
male,21,spain,appliances,freezers,120.00,7,2017-06-18,840
female,49,netherland,grocery,pasta,8.00,9,2018-01-12,72
male,62,colombia,health,pastes,27.50,9,2016-07-31,247.5
male,22,france,appliances,dishwashers,90.00,1,2019-01-22,90
female,71,france,appliances,kettles,55.99,8,2017-03-20,447.92
male,53,nigeria,fashion,shoes,75.99,2,2017-04-26,151.98
male,50,france,health,supplements,40.00,8,2016-12-06,320
male,31,ireland,grocery,coffee,12.50,7,2018-03-18,87.5
female,23,spain,computing,mice,9.00,5,2017-06-07,45
female,64,france,gaming,fallout,99.99,10,2018-12-08,999.9
female,73,america,grocery,juice,10.00,9,2016-04-08,90
female,39,france,appliances,dryers,56.99,4,2016-08-21,227.96
male,48,netherland,fashion,swimwear,75.35,7,2019-07-14,527.45
female,72,france,gaming,battlefield,40.00,9,2019-05-26,360
male,58,netherland,fashion,wallet,17.35,7,2019-01-01,121.45
male,41,spain,grocery,tea,10.00,6,2016-05-25,60
female,41,spain,health,vitamins,35.00,2,2018-04-28,70
female,69,ireland,gaming,uncharted,30.00,5,2017-12-07,150
female,55,france,appliances,dishwashers,90.00,7,2018-12-11,630
male,17,spain,gaming,fallout,99.99,5,2017-11-01,499.95
male,22,spain,gaming,pes,35.00,7,2017-03-31,245
female,49,spain,health,vitamins,35.00,3,2017-02-03,105
male,37,ireland,health,condoms,12.50,7,2019-01-28,87.5
male,45,ireland,grocery,water,3.00,2,2017-03-14,6
male,22,netherland,gaming,fallout,99.99,6,2019-03-22,599.94
male,26,ireland,grocery,tea,10.00,2,2017-05-20,20
male,28,ireland,fashion,jewellery,135.80,3,2016-05-19,407.4
male,39,ireland,gaming,gta,35.00,3,2017-04-09,105
male,31,spain,grocery,water,3.00,9,2017-01-24,27
male,23,america,appliances,freezers,120.00,6,2017-04-12,720
male,23,colombia,health,vitamins,35.00,5,2019-09-27,175
male,18,france,computing,ups,140.35,2,2018-01-16,280.7
male,58,spain,gaming,fallout,99.99,3,2017-12-01,299.97
female,66,america,computing,scanners,170.00,6,2016-05-16,1020
male,51,ireland,computing,scanners,170.00,8,2016-03-07,1360
male,77,colombia,fashion,swimwear,75.35,8,2019-08-15,602.8
female,16,france,grocery,pasta,8.00,6,2017-05-31,48
female,73,nigeria,fashion,maternity,165.00,5,2016-09-10,825
female,19,france,appliances,lighting,100.00,4,2017-07-14,400
female,19,spain,health,supplements,40.00,1,2019-03-14,40
male,62,nigeria,computing,monitors,95.00,1,2017-08-20,95
female,53,colombia,computing,monitors,95.00,9,2018-08-28,855
female,71,colombia,health,vitamins,35.00,6,2019-10-12,210
female,56,netherland,gaming,battlefield,40.00,2,2018-10-04,80
male,76,colombia,fashion,swimwear,75.35,5,2018-12-10,376.75
female,37,netherland,grocery,coffee,12.50,7,2019-07-18,87.5
female,77,nigeria,grocery,pasta,8.00,3,2019-04-23,24
male,37,america,health,supplements,40.00,7,2016-06-17,280
female,35,america,gaming,uncharted,30.00,3,2019-08-23,90
female,59,netherland,grocery,noodles,13.00,3,2018-04-05,39
female,55,america,appliances,dryers,56.99,3,2019-09-16,170.97
male,33,netherland,fashion,jewellery,135.80,3,2018-11-20,407.4
male,69,netherland,grocery,pasta,8.00,1,2016-10-01,8
male,59,colombia,computing,ups,140.35,1,2016-12-05,140.35
female,27,america,fashion,jewellery,135.80,5,2017-05-26,679
female,31,netherland,health,vitamins,35.00,7,2016-10-25,245
female,54,colombia,computing,keyboards,40.00,9,2017-01-16,360
female,27,colombia,grocery,pasta,8.00,7,2017-10-13,56
male,24,nigeria,gaming,uncharted,30.00,3,2017-02-28,90
female,76,colombia,computing,monitors,95.00,5,2016-10-07,475
male,65,netherland,fashion,jewellery,135.80,7,2019-09-06,950.6
female,66,america,computing,keyboards,40.00,9,2017-10-08,360
male,65,netherland,appliances,freezers,120.00,6,2018-06-02,720
male,36,colombia,computing,mice,9.00,10,2016-08-11,90
male,67,colombia,grocery,juice,10.00,7,2019-06-03,70
male,18,nigeria,grocery,coffee,12.50,5,2018-04-03,62.5
male,76,ireland,health,condoms,12.50,4,2019-06-27,50
female,69,france,appliances,lighting,100.00,8,2016-03-30,800
male,19,spain,gaming,gta,35.00,8,2017-11-30,280
male,71,netherland,gaming,pes,35.00,10,2019-02-19,350
female,59,nigeria,health,drinks,7.00,2,2018-04-01,14
female,59,colombia,grocery,tea,10.00,7,2017-02-03,70
male,58,ireland,gaming,fallout,99.99,10,2019-04-01,999.9
male,23,nigeria,computing,keyboards,40.00,7,2019-03-13,280
male,18,nigeria,health,perfume,90.00,7,2016-04-12,630
male,28,colombia,health,vitamins,35.00,8,2019-05-17,280
female,57,spain,health,perfume,90.00,2,2017-04-23,180
male,30,nigeria,gaming,battlefield,40.00,5,2019-07-14,200
female,69,netherland,appliances,freezers,120.00,10,2017-04-14,1200
male,47,france,health,condoms,12.50,10,2018-12-18,125
male,38,colombia,appliances,kettles,55.99,2,2017-10-12,111.98
male,18,nigeria,appliances,lighting,100.00,1,2019-10-04,100
male,53,netherland,health,condoms,12.50,3,2018-03-01,37.5
female,53,nigeria,appliances,dryers,56.99,6,2019-01-08,341.94
female,49,nigeria,fashion,maternity,165.00,3,2016-07-01,495
male,24,america,health,condoms,12.50,3,2019-05-31,37.5
female,30,america,gaming,gta,35.00,6,2016-11-24,210
female,48,spain,health,vitamins,35.00,7,2017-03-17,245
male,76,france,computing,keyboards,40.00,5,2017-12-30,200
female,43,france,computing,ups,140.35,5,2018-08-25,701.75
male,79,ireland,computing,servers,250.00,5,2017-04-17,1250
male,23,colombia,health,condoms,12.50,2,2019-12-25,25
female,19,america,health,perfume,90.00,9,2019-09-09,810
female,62,america,computing,printers,135.50,4,2018-12-03,542
male,29,netherland,fashion,jewellery,135.80,8,2016-11-08,1086.4
male,32,france,gaming,fifa,35.00,6,2016-01-02,210
male,72,ireland,fashion,wallet,17.35,3,2016-11-30,52.05
female,73,ireland,grocery,noodles,13.00,7,2017-07-20,91
female,58,america,computing,keyboards,40.00,1,2019-05-10,40
female,27,ireland,gaming,pes,35.00,4,2017-02-04,140
female,55,spain,computing,ups,140.35,1,2016-05-20,140.35
male,16,netherland,grocery,tea,10.00,9,2019-01-05,90
female,25,spain,appliances,lighting,100.00,6,2019-03-12,600
male,78,france,gaming,cod,45.00,4,2017-11-12,180
male,20,france,computing,ups,140.35,6,2019-06-01,842.1
female,22,spain,appliances,lighting,100.00,9,2018-05-09,900
male,55,ireland,gaming,fallout,99.99,1,2019-02-09,99.99
male,52,france,gaming,uncharted,30.00,5,2018-06-08,150
male,57,france,fashion,swimwear,75.35,7,2016-07-10,527.45
male,55,france,appliances,freezers,120.00,3,2019-10-22,360
female,33,america,computing,monitors,95.00,3,2018-06-23,285
male,42,colombia,computing,servers,250.00,2,2018-07-10,500
female,33,netherland,computing,printers,135.50,5,2019-08-09,677.5
male,80,netherland,computing,mice,9.00,3,2019-05-17,27
female,29,spain,fashion,jewellery,135.80,7,2018-05-15,950.6
female,66,france,computing,printers,135.50,4,2016-03-30,542
female,80,america,health,perfume,90.00,2,2018-04-17,180
male,62,ireland,gaming,pes,35.00,3,2016-06-18,105
female,31,colombia,appliances,kettles,55.99,5,2017-05-29,279.95
male,48,ireland,computing,servers,250.00,1,2017-10-08,250
female,67,france,fashion,shoes,75.99,5,2016-07-23,379.95
female,64,netherland,grocery,noodles,13.00,5,2018-06-08,65
female,28,america,grocery,juice,10.00,8,2017-04-01,80
male,17,colombia,grocery,coffee,12.50,10,2018-09-14,125
female,37,netherland,gaming,fallout,99.99,7,2019-11-10,699.93
male,39,ireland,grocery,pasta,8.00,7,2016-02-18,56
female,69,netherland,appliances,freezers,120.00,6,2016-10-21,720
male,23,nigeria,health,pastes,27.50,10,2016-05-04,275
female,70,ireland,appliances,lighting,100.00,9,2017-06-13,900
male,66,netherland,computing,ups,140.35,10,2017-09-27,1403.5
male,63,nigeria,health,drinks,7.00,10,2017-10-04,70
male,49,colombia,appliances,dishwashers,90.00,1,2016-01-06,90
male,35,france,gaming,fallout,99.99,4,2019-01-01,399.96
female,67,spain,fashion,swimwear,75.35,6,2016-01-08,452.1
female,44,america,fashion,maternity,165.00,6,2017-03-06,990
female,63,france,appliances,kettles,55.99,2,2019-11-17,111.98
female,36,france,appliances,kettles,55.99,4,2019-05-18,223.96
male,78,netherland,health,condoms,12.50,5,2016-02-29,62.5
male,22,netherland,fashion,bag,65.99,6,2016-01-25,395.94
female,21,spain,appliances,lighting,100.00,2,2019-04-05,200
female,22,netherland,gaming,gta,35.00,3,2016-01-14,105
male,37,america,fashion,shoes,75.99,7,2018-03-05,531.93
female,78,spain,appliances,dryers,56.99,3,2019-06-19,170.97
female,43,colombia,grocery,coffee,12.50,4,2017-06-30,50
female,50,ireland,fashion,jewellery,135.80,7,2019-03-22,950.6
male,47,nigeria,gaming,fallout,99.99,3,2016-04-23,299.97
female,49,america,fashion,wallet,17.35,6,2016-05-12,104.1
female,67,america,fashion,swimwear,75.35,8,2017-01-18,602.8
female,68,ireland,gaming,cod,45.00,6,2017-12-29,270
female,30,nigeria,fashion,swimwear,75.35,7,2019-12-19,527.45
female,66,ireland,gaming,cod,45.00,8,2019-05-27,360
male,54,france,grocery,tea,10.00,9,2018-05-25,90
female,43,netherland,health,condoms,12.50,3,2018-01-18,37.5
female,17,france,gaming,fifa,35.00,4,2016-02-03,140
male,65,netherland,computing,printers,135.50,6,2016-09-12,813
female,40,colombia,computing,servers,250.00,3,2016-01-26,750
female,30,france,appliances,lighting,100.00,1,2016-08-09,100
male,29,america,grocery,juice,10.00,2,2018-11-06,20
female,52,spain,gaming,pes,35.00,3,2019-07-29,105
male,25,america,health,supplements,40.00,3,2018-07-11,120
male,70,spain,fashion,maternity,165.00,10,2018-10-05,1650
male,32,netherland,gaming,gta,35.00,1,2017-07-07,35
female,49,france,grocery,coffee,12.50,8,2017-02-02,100
male,25,netherland,fashion,jewellery,135.80,2,2018-12-14,271.6
female,42,netherland,fashion,wallet,17.35,10,2017-05-08,173.5
male,48,netherland,appliances,dryers,56.99,8,2018-05-25,455.92
male,40,spain,computing,printers,135.50,9,2019-04-18,1219.5
male,54,america,grocery,rice,85.00,2,2016-09-14,170
female,42,france,fashion,shoes,75.99,7,2019-04-09,531.93
male,65,spain,appliances,kettles,55.99,6,2018-03-09,335.94
male,35,netherland,grocery,pasta,8.00,9,2019-03-16,72
female,37,ireland,grocery,pasta,8.00,1,2018-01-02,8
male,29,spain,grocery,coffee,12.50,5,2017-02-23,62.5
female,44,spain,health,supplements,40.00,6,2019-09-18,240
female,70,ireland,gaming,fifa,35.00,5,2018-03-09,175
male,69,netherland,gaming,fallout,99.99,2,2017-10-01,199.98
male,28,spain,gaming,battlefield,40.00,6,2017-11-24,240
female,49,spain,health,drinks,7.00,6,2017-07-16,42
female,62,colombia,computing,keyboards,40.00,10,2016-01-16,400
female,20,colombia,grocery,tea,10.00,3,2017-07-14,30
male,41,america,gaming,fallout,99.99,6,2017-03-10,599.94
male,25,spain,gaming,gta,35.00,10,2018-04-30,350
male,32,colombia,grocery,rice,85.00,4,2017-12-17,340
female,49,nigeria,appliances,lighting,100.00,5,2019-04-22,500
female,49,france,gaming,fallout,99.99,9,2019-10-22,899.91
male,41,america,gaming,fallout,99.99,1,2018-02-25,99.99
female,48,france,gaming,battlefield,40.00,1,2017-11-05,40
male,55,netherland,health,perfume,90.00,4,2018-08-20,360
female,46,france,computing,printers,135.50,3,2017-03-22,406.5
male,35,france,grocery,water,3.00,10,2017-04-04,30
male,59,america,health,vitamins,35.00,10,2019-02-09,350
male,39,france,computing,servers,250.00,7,2016-07-19,1750
male,52,nigeria,fashion,shoes,75.99,7,2017-07-12,531.93
male,77,netherland,computing,servers,250.00,6,2019-01-29,1500
female,33,france,grocery,coffee,12.50,10,2018-01-11,125
male,35,ireland,gaming,battlefield,40.00,5,2018-12-05,200
female,28,spain,grocery,tea,10.00,6,2016-04-12,60
male,29,france,grocery,coffee,12.50,6,2018-08-23,75
male,39,netherland,health,condoms,12.50,6,2017-03-08,75
female,68,colombia,gaming,gta,35.00,10,2017-07-17,350
female,21,america,computing,keyboards,40.00,2,2019-06-22,80
female,20,france,grocery,coffee,12.50,6,2016-12-25,75
female,23,france,computing,ups,140.35,3,2019-09-26,421.05
female,64,ireland,gaming,uncharted,30.00,4,2017-03-08,120
male,50,america,appliances,lighting,100.00,4,2016-01-22,400
female,67,spain,grocery,water,3.00,10,2019-01-10,30
female,55,ireland,grocery,coffee,12.50,7,2019-04-22,87.5
male,57,nigeria,gaming,battlefield,40.00,6,2016-06-05,240
male,69,france,health,drinks,7.00,10,2018-07-17,70
male,79,colombia,health,vitamins,35.00,7,2017-05-10,245
female,69,colombia,health,perfume,90.00,2,2018-06-27,180
female,37,nigeria,appliances,dryers,56.99,7,2019-08-10,398.93
male,70,spain,health,supplements,40.00,1,2018-10-13,40
female,47,netherland,grocery,tea,10.00,1,2016-11-17,10
male,16,nigeria,health,condoms,12.50,2,2016-02-23,25
female,31,france,health,pastes,27.50,7,2016-07-02,192.5
male,60,spain,computing,servers,250.00,6,2018-05-07,1500
male,49,ireland,grocery,rice,85.00,5,2019-02-26,425
male,61,nigeria,grocery,pasta,8.00,2,2016-12-22,16
male,42,nigeria,grocery,water,3.00,8,2017-06-21,24
female,27,ireland,computing,mice,9.00,4,2019-10-10,36
male,52,nigeria,appliances,freezers,120.00,8,2018-07-30,960
female,44,colombia,appliances,dishwashers,90.00,2,2019-10-12,180
male,79,netherland,fashion,bag,65.99,3,2018-06-24,197.97
female,18,spain,fashion,wallet,17.35,2,2017-07-24,34.7
male,59,colombia,grocery,juice,10.00,1,2019-05-07,10
female,48,ireland,grocery,juice,10.00,3,2019-10-27,30
female,27,nigeria,computing,servers,250.00,1,2017-07-13,250
male,18,ireland,appliances,lighting,100.00,5,2018-08-15,500
female,46,netherland,fashion,maternity,165.00,7,2018-12-14,1155
male,78,ireland,computing,monitors,95.00,5,2016-12-05,475
male,61,france,grocery,juice,10.00,2,2016-10-03,20
male,44,france,grocery,rice,85.00,1,2018-07-11,85
male,17,ireland,appliances,kettles,55.99,1,2017-02-23,55.99
male,24,france,appliances,kettles,55.99,5,2016-05-08,279.95
male,80,spain,grocery,coffee,12.50,5,2016-07-10,62.5
male,44,colombia,gaming,battlefield,40.00,8,2016-03-26,320
female,63,ireland,grocery,rice,85.00,10,2017-07-15,850
male,52,spain,fashion,swimwear,75.35,6,2016-10-25,452.1
female,63,spain,health,drinks,7.00,5,2018-07-02,35
female,16,colombia,fashion,maternity,165.00,7,2018-01-12,1155
female,70,spain,appliances,lighting,100.00,4,2018-08-23,400
male,26,america,grocery,noodles,13.00,10,2019-12-06,130
male,26,colombia,health,perfume,90.00,7,2019-04-07,630
female,27,america,computing,keyboards,40.00,8,2017-06-07,320
female,47,nigeria,grocery,tea,10.00,2,2017-05-10,20
male,76,america,computing,scanners,170.00,3,2018-10-06,510
male,58,spain,gaming,fifa,35.00,2,2019-08-02,70
female,51,netherland,grocery,noodles,13.00,8,2018-02-25,104
female,20,spain,fashion,bag,65.99,4,2016-01-13,263.96
male,62,america,computing,ups,140.35,5,2017-03-22,701.75
female,59,nigeria,computing,servers,250.00,3,2019-02-05,750
male,48,nigeria,appliances,freezers,120.00,3,2019-03-28,360
